id	title	abstract
586542078	The Development and Validation of the Relational Depth Frequency Scale	Background: Relational depth is defined as ‘a state of profound contact and engagement between two people, in which each person is fully real with the Other, and able to understand and value the other’s experiences at a high level’ (Mearns and Cooper, 2005, p. xii). The concept emerged in humanistic therapies and became an area of interest in research on the therapeutic relationship. Evidence suggests relational depth may be associated to psychological growth and therapy outcome. The Relational Depth Inventory (Wiggins, 2007) provided a first instrument to measure presence of relational depth in a significant event. To this day there is no validated instrument to measure the frequency of relational depth in therapy.Aims: The principal aim of this project is to develop and validate a scale that can reliably measure the frequency of relational depth in therapy. Other aims include explorations of the demographic moderators of the frequency of relational depth.Methods: Standard procedures included the creation of an item pool, expert rating of items, and Three-Step Test interviews. A psychometric exploration was used to assess internal consistency in a sample of 556 clients and therapists, convergent validity with the RDI and WAI-SR, divergent validity with a measure of self-compassion, a principal component analysis, and associations in demographic variables.Findings and further research: The 20-item Relational Depth Frequency Scale (RDFS) has excellent reliability in this sample and good initial construct validity. We uncovered two dimensions of relational depth: enduring relational depth and intense moments of relational depth. Therapists had higher relational depth frequency (RDF) than clients. Qualified practitioners had higher RDF than trainees. Individuals who self-identified as spiritual had higher RDF than those who self-identified as atheists. Therapists had higher RDF the longer the therapy was. Clients showed lower RDF between the sixth and twenty-fourth session. The RDFS can be used for further research, particularly in assessing the predictive validity of relational depth on outcome.</br
82978124	'How long do you intend to stay?': Desire meets proscription in the subject in Henry Miller's Via Dieppe-Newhaven.	This paper uses Henry Miller's account, 'Via Dieppe-Newhaven', concerning the Parisian-based author's barred attempt to visit London in order to satisfy a desire 'to hear English spoken twenty-four hours of the day', as a means of exploring the intersection of language and proscription in the psychic space of the subject. Like Miller, people often undertake a journey, physical or metaphorical, in order to search for that which they presume to be lacking from their lives; that illusive thing capable of satiating desire and making their world a better, more tolerable place. But are all such journeys forever condemned to fail, and to what extent does law play a role in that failure? Within a psychoanalytical framework and with particular emphasis on the association between language, law and the subject formulated by Jacque Lacan, this paper will first examine the relationship language has with desire and its architect lack in order to explore the subject's motivation for undertaking the quest or journey, 'the bon voyage' as Miller refers to it, and ask whether or not it ever has an end as such. Secondly, consideration will be given to law (as proscription) and the manner in which it intersects the subject en route and helps to shape the many linguistic bumps, barriers, obstacles and hurdles that constitute the subject's 'road'; an intervention which inevitably disrupts, deforms, frustrates, even terminates, their journey
82912544	The Private Farmer: Transformation and legitimation in advanced capitalist agriculture	None
195353875	The Routledge Research Companion to Ford Madox Ford	Taking account of Ford Madox Ford's entire literary output, this companion brings together prominent Ford specialists to offer an overview of existing Ford scholarship and to suggest new directions in Ford studies. The Routledge Research Companion to Ford Madox Ford is an invaluable resource for students and scholars of Ford studies, modernism, First World War fiction, and the literary world that Ford helped shape in the early years of the twentieth century
586542080	Almost-Monochromatic Sets and the Chromatic Number of the Plane	None
82975980	The synergy of large area surveys with AKARI and HERSCHEL	The Herschel Space Observatory is the European Space Agency's state of the art telescope launched into space on 14 May 2009, covering the wavelength range from 70-700 microns with 3 instruments SPIRE, PACS and HIFI. Large area surveys are being carried out by Herschel in the AKARI legacy fields at the North and South Ecliptic Poles and the AKARI All-Sky Survey provides additional synergy with the largest survey with Herschel, H-ATLAS, covering more than 500 square degrees. This paper reports on some of the early results of the synergies between Herschel and AKARI including the first comparison of the AKARI All-Sky Survey number counts with the deeper Herschel surveys
82910418	Lecturers' everyday writing as professional practice in the university as workplace: new insights into academic identities	This paper reports on an investigation into the workplace writing of university lecturers as a significant element of their professional practice. The research has focused on lecturers' routine, everyday writing, as opposed to their more prestigious or scholarly writing. In order to gain an understanding of writing as professional practice, about 30 lecturers in three different UK universities have been interviewed, focusing on a small number of their everyday workplace documents, chosen by the participants themselves. This reflected a particular perspective on written documents in the university workplace - namely, that they actually instantiate practice rather than merely carry along meaning. The paper discusses some of the substantive, methodological and theoretical ideas emerging from the research. It is argued that the focus on lecturers' experience of producing and working with workplace documents in specific institutional contexts suggests new ways of framing the relationship between academic practice and academic identities, as textual, communicative and situated. This in turn has important implications for the way academic development is conceptualised
82910405	Re-purposing for open education: evolving roles, responsibilities and processes	This paper explores processes designed to support large-scale re-purposing for an open education repository. The context for the discussion is provided by OpenLearn, the Open Content Initiative of the UK Open University (UKOU). OpenLearn is a major initiative funded by the William and Flora Hewlett Foundation that aims to repurpose several thousand study-hours of existing UKOU learning materials. A core challenge for OpenLearn has been to establish an appropriate context to enable re-purposing of learning resources written primarily for print. The response to this challenge has been to create a streamlined production structure to support a team including media, editorial and academic staff. This is, however, distinct from the structure that supports course development in the institution. Indeed, a variety of ongoing changes within the university suggest that OpenLearn constitutes, amongst other possibilities, a site for experimentation and trialling of new ways of working that question established roles and responsibilities. The discussion revolves around a comparison of graphical schemes created to represent the production processes, which undergo periodic reviews. In suggesting that the project appears to be fostering a re-evaluation of professional jurisdiction boundaries, this paper investigates aspects of that venture that may also challenge the very nature and purposes of education
82901957	Songs of sundrie natures	This volume, the twentieth and last to appear in the new Byrd Edition, completes one of the most ambitious single-composer editorial projects in recent history. William Byrd himself produced the 1589 Songs of Sundrie Natures during an unusually fruitful publishing drive of four full-length compilations in as many years: Psalmes, Sonets, and Songs (London: Thomas East, 1588); Latin books 1–2 of the Latin Cantiones sacrae (London: East, 1589, 1591); a large manuscript anthology of keyboard music (My Ladye Nevells Booke, 1591); and two printed settings for four and six voices of "This Sweet and Merry Month of May" (for Thomas Watson's First Sett of Italian Madrigalls Englished [London: East, 1590]), which more or less single-handedly launched the Elizabethan madrigal craze. This second songbook may be compared to Byrd's second book of Cantiones sacrae: as its name suggests, it is a more eclectic and less unified volume than its predecessor. The music varies widely in scoring, style, and mood. Byrd explains in his preface to the reader (reproduced on p. xxxvii) that he is "desirous to delight thee with varietie, whereof (in my opinion) no Science is more plentifully adorned then Musicke," and he offers the book as a musical smorgasbord "to serve for all companies and voyces." The composer's note ad lectorem, as so often, is a glimpse of personal warmth after the slightly tense flattery of the dedication proper. Here he signs himself "The most affectionate freend to all that love or learne Musick"; he seems far removed from the stubborn, isolated, even bitter figure revealed by some documentary sources. The author of these thirty-four songs was a musician in the prime of life, well aware of his own talent and of the public esteem ("good passage and utterance") in which it was held.Byrd's 1589 songbook offers a number of well-known pieces as well as some less familiar delights. The curious reader may wish to start with the seven penitential psalms that open the collection. These psalms have been described as "severe," "Netherlandish," or otherwise uncongenial (p. xiii), but eloquent little gems such as "Lord Hear My Prayer" (no. 5) or "Attend Mine Humble Prayer"(no. 7) are worth exploring alongside Byrd's better-known three-voice music. In his Latin liturgical works, Byrd went on to achieve great effect with the slenderest of musical forces: recall the Candlemas antiphon "Adorna thalamumtuum," the hymn "Ave maris stella" (both from the Gradualia, book 1 [London: East, 1605]), or, most memorably, the three-part Mass (ca. 1593–94). It is not hard to see hints of that later style in these unassuming songs. They are far from the simple psalm settings consumed avidly in Elizabethan England; they are equally far from the elaborate penitential motets Byrd luxuriated in during the 1570s and 1580s. We can see him here forging a language for small-scale domestic sacred music that would serve him well in his later work for the Roman rite.In a paper read at the International William Byrd Conference held at Duke University in November 2005, Peter Bassano recently suggested that a puzzling line in the psalm "Lord in Thy Wrath"(no. 3)—"give teares, give grace, give penitence, unto my sinfull sexe"—points clearly to a female poet, perhaps the musician and published author Emilia Bassano, sometime lover of Henry Carey, Lord Hunsdon, to whom Songs of Sundrie Natures is dedicated. His hypothesis may also encourage us to revisit the three-voice song "Susanna Fair" (no. 8), which has had to wait for David Mateer's editorial work to get a fair hearing in modern print in this new edition
82910350	Assessment	None
82975845	Brazil: building national regulatory frameworks	Brazil has recently received many accolades for its 'managed revolution' and significant improvements in its education system. But for policy makers in Brazil one of the challenges is the establishment of a structured relationship between the imperatives of system-wide reform and the needs and perceptions of teachers working within the system. This chapter explores recent developments in Brazil - a large scale laboratory, around teacher quality and teacher development
82910312	Childhood	None
82975962	Arthropod abundance and diversity in a lowland tropical forest floor in Panama: the role of habitat space vs. nutrient concentrations	Tropical forest floor characteristics such as depth and nutrient concentrations are highly heterogeneous even over small spatial scales and it is unclear how these differences contribute to patchiness in forest floor arthropod abundance and diversity. In a lowland tropical forest in Panama we experimentally increased litter standing crop by removing litter from five plots (L-) and adding it to five other plots (L+); we had five control plots. After 32 mo of treatments we investigated how arthropod abundance and diversity were related to differences in forest floor physical (mass, depth, water content) and chemical properties (pH, nutrient concentrations). Forest floor mass and total arthropod abundance were greater in L+ plots compared with controls. There were no treatment differences in nutrient concentrations, pH or water content of the organic horizons. Over all plots, the mass of the fermentation horizon (Oe) was greater than the litter horizon (Oi); arthropod diversity and biomass were also greater in the Oe horizon but nutrient concentrations tended to be higher in the Oi horizon. Arthropod abundance was best explained by forest floor mass, while arthropod diversity was best explained by phosphorus, calcium and sodium concentrations in the Oi horizon and by phosphorus concentrations in the Oe horizon. Differences in arthropod community composition between treatments and horizons correlated with phosphorus concentration and dry mass of the forest floor. We conclude that at a local scale, arthropod abundance is related to forest floor mass ( habitat space), while arthropod diversity is related to forest floor nutrient concentrations (habitat quality)
82910317	A comparative perspective	None
82975798	Eknath Ranade, gurus and jivanvratis: Vivekananda Kendra's promotion of the 'Yoga Way of Life'	This study examines the promotion of the teaching and practice of yoga by Vivekananda Kendra, a movement that acknowledges 'two mothers', the Ramakrishna Math and Mission and the Rashtriya Swayamsevak Sangh. In exploring what the Kendra understands by the 'Yoga Way of Life', the chapter examines the methods by which yoga teaching has been promoted within this organisation and the place of yoga in its outreach activities
82910426	Investigating writing in the disciplines: a case study of geography	None
82910313	What constitutes transgressive sex? The case of child prostitution in Thailand	About the book: Sex is often regarded as a dangerous business that must be rigorously controlled, regulated, and subjected to rules. Sexual acts that defy acceptable practices may be seen as variously defiling, immoral, and even unnatural. They may challenge and subvert both cultural preconceptions and the social order in a politics of sexual transgression that threatens to radically transform permissible boundaries and restructure bodily engagements. This collection of essays explores acts of sexual transgression that have the power to reconfigure perceptions of bodily intimacy and the social norms of interaction. Considering issues such as domestic violence, child prostitution, health and sex, teenage sex, and sex with animals across a range of settings from contemporary Oceania, the Pacific, South Africa, and southeast Asia to Euro-America, this book should interest all those who question the "naturalness" of sex, including public health workers, clinical practitioners and students of sex, sexuality, and gender in the humanities and social sciences
82976227	Letters	A survey of the role played by the genre of the letter in early modern literature and culture. I discuss the nature of early modern epistographical theory, arguing that letter-writers in the period were pulled in three directions: by the medieval ars dictaminis, geared to the registering of hierarchical social distinctions, by Renaissance rhetorical theory, and by the revived theory of the 'familiar' letter. I also highlight the importance of secretaries and messengers in early modern letter-writing and of the widespread anxiety this caused. The chapter concludes with a description of the influence of epistolary structures on printed literature
82976238	Tragical histories, tragical tales	In this chapter, I isolate for study the genre of the 'tragical tale', tracing its origins in Boccaccio, Ovid, Livy and Seneca and describing in detail the key influence on early Elizabethan examples of the genre of Bandello's novelle and of Bandello's French translators, Boiastuau and Belleforest. As well as unpicking the complex relationship between history, fiction and morality in the genre as a whole, I analyse in detail four English texts: William Painter's Palace of Pleasure (1566), Geoffrey Fenton's Certain Tragical Discourses (1567), Arthur Brooke's Romeus and Juliet (1562) and Bernard Garter's The Tragical and True History (1565). I also consider the later development of the genre, including its absorption into other genres of prose fiction and partial replacement with the providentialist crime pamphlet
82912999	Innocence and experience revisited	An Introduction to Childhood Studies offers a wide-ranging and thought-provoking approach to the study of childhood, providing an important contribution to this burgeoning area of research and teachin
82976237	The queen's two hands	In this chapter, I analyse the different 'hands' (or styles of handwriting) used by  Elizabeth I: the italic hand in which her earliest texts were written, a later italic, and the rough, 'skrating' hand in which she wrote informal manuscripts after her accession to the throne. I link the second italic hand to exemplars in Giovambattista Palatino's Libro nuovo d'imparare a scrivere tutte sorte de lettere (1540), a handwriting manual owned by Elizabeth's brother, Edward VI, who, like Elizabeth, imitated its letter-forms. I show that the ornamentation in Elizabeth's famous signature derives from samples in Palatino's book. I also re-examine the gendering of handwriting in early modern England and the significance of the contrast between Elizabeth's 'skrating' hand and the formality of her signature
82978080	Systems methodologies for sustainable natural resources research and development.	Systems methodologies are helping to reshape the way in which natural resource Research and Development (R&D) is conducted but they are under-utilised and under-researched. This paper outlines some recent trends in systems thinking, and argues the case for the use and further development of systems methodologies for research and development in sustainable natural resource management (NRM R&D). Systems, or complexity, research reveals the inadequacy of development projects which are based on blueprints and certainty derived from linear projections into the future. Two strands of NRM R&D are explored: farming systems research (FSR) and systems learning. Both have been extended from farming to rural livelihood and food systems. This improves their holistic claims but increases demands on them. FSR acknowledges that both natural and socio-economic science are necessary to NRM but has had limited success in synthesising them. The systems learning strand is increasingly apparent but is still under-researched despite successes. Research to further adapt and develop systems methodologies in NRM contexts is identified
82978491	Dropping out of the network: seafarers, international regulation and the exercise of sovereignty	None
82978138	“They don’t really care what happens to me”: divorce, family life and children’s emotional worlds in 1950s’ British cinema	None
82912555	Story voices: the use of reported speech in 10-12 year olds' spontaneous narratives	None
82901564	Paracrine relationships between adipose and lymphoid tissues: implications for the mechanism of HIV-associated adipose redistribution syndrome	Paracrine interactions between lymphoid cells and adipocytes surrounding lymph nodes improve the efficiency of immune responses by emancipating activated lymphoid cells from competition with other tissues for blood-borne nutrients. HIV infection may disrupt this relationship, causing lipodystrophy.The adipocytes anatomically associated with lymph nodes and omental milky spots have site-specific properties that equip them to interact locally with lymphoid cells. Paracrine provisioning of peripheral immune responses improves their efficiency and emancipates activated lymphocytes from competition with other tissues for blood-borne nutrients.  Prolonged disruption to such paracrine interactions may contribute to the HIV-associated adipose redistribution syndrome, causing selective hypertrophy of the mesentery, omentum and other adipose depots that contain much activated lymphoid tissue
82901576	Specialisation, self-criticism and the boundaries of practice	None
586542112	Politics and applied linguistics	For the discipline of applied linguistics, political issues have always been a central concern, whether they are addressed implicitly or explicitly. If we take Brumfit’s definition of applied linguistics as the ‘investigation of real-world problems in which language is a central issue’ (1995: 27), it becomes inevitable that, assuming we believe that the ‘real world’ is intrinsically political, the discipline itself needs to address issues of power. In this chapter, I examine three main issues concerning the relationship between politics and language. The first focuses on politics about language - the way that (ideas about) language, particular languages, and language use become the site for political debate and struggle. The second is politics enacted through language - the ways that language use itself achieves or is subject to political effects. And the third examines the ways in which applied linguistics is relevant specifically to electoral politics - how insights from linguistics can be applied to the analysis, or even the practice, of political engagement, especially in the context of electoral or party politics
586542132	A Hybrid Piezoelectric and Reverse Electrowetting Energy Harvester for Wearable Biosensors	Wearable biosensors play a critical role for healthcare monitoring. However, reliance of biosensors on batteries has serious drawbacks. Although the human body energy can be converted into electricity with energy harvesters. Hybridization of multiple energy harvesters is a prominent trend to increase the power output. In this work a hybrid piezoelectric and reverse electrowetting (REWOD) energy harvester is proposed. The main principle of working is based on the presence of electrical double layer in REWOD component and the coupling with a piezoelectric nanogenerator via an electret. The proposed energy harvester design was tested numerically and in a series of experiments
82983928	5-Fluorouracil loaded Eudragit fibers prepared by electrospinning	A series of 5-fluorouracil (5-FU) loaded core/shell electrospun fibers is reported. The fibers have shells made of Eudragit S100 (ES-100), and drug-loaded cores comprising poly(vinylpyrrolidone), ethyl cellulose, ES-100, or drug alone. Monolithic 5-FU loaded ES-100 fibers were also prepared for comparison. Electron microscopy showed all the fibers to have smooth cylindrical shapes, and clear core–shell structures were visible for all samples except the monolithic fibers. 5-FU was present in the amorphous physical form in all the materials prepared. Dissolution studies showed that the ES-100 shell was not able to prevent drug release at pH 1.0, even though the polymer is completely insoluble at this pH: around 30–80% of the maximum drug release was reached after 2 h immersion at pH 1.0. These observations are ascribed to the low molecular weight of 5-FU permitting it to diffuse through pores in the ES-100 coating, and the relatively high acid solubility of the drug providing a thermodynamic impetus for this to happen. In addition, the fibers were observed to be broken or merged following 2 h at pH 1.0, giving additional escape routes for the 5-FU
195353929	Social learning and macroeconomic policy–making in the United Kingdom since 1979	None
195353920	To  the Rescue of National Parliaments: A Reply to Raunio	None
188345840	Learning analytics at the intersections of student trust, disclosure and benefit	Evidence suggests that individuals are often willing to exchange personal data for (real or perceived) benefits. Such an exchange may be impacted by their trust in a particular context and their (real or perceived) control over their data.Students remain concerned about the scope and detail of surveillance of their learning behavior, their privacy, their control over what data are collected, the purpose of the collection, and the implications of any analysis. Questions arise as to the extent to which students are aware of the benefits and risks inherent in the exchange of their data, and whether they are willing to exchange personal data for more effective and supported learning experiences.This study reports on the views of entry level students at the Open University (OU) in 2018. The primary aim is to explore differences between stated attitudes to privacy and their online behaviors, and whether these same attitudes extend to their university's uses of their (personal) data. The analysis indicates, inter alia, that there is no obvious relationship between how often students are online or their awareness of/concerns about privacy issues in online contexts and what they actually do to protect themselves. Significantly though, the findings indicate that students overwhelmingly have an inherent trust in their university to use their data appropriately and ethically.Based on the findings, we outline a number of issues for consideration by higher education institutions, such as the need for transparency (of purpose and scope), the provision of some element of student control, and an acknowledgment of the exchange value of information in the nexus of the privacy calculus.</p
82901987	The 1999 Marsokhod rover mission simulation at Silver Lake, California: Mission overview, data sets, and summary of results	We report on a field experiment held near Silver Lake playa in the Mojave Desert in February 1999 with the Marsokhod rover. The payload (Descent Imager, PanCam, Mini-TES, and Robotic Arm Camera), data volumes, and data transmission/receipt windows simulated those planned for the Mars Surveyor mission selected for 2001. A central mast with a pan and tilt platform at 150 cm height carried a high-resolution color stereo imager to simulate the PanCam and a visible/near-infrared fiberoptic spectrometer (operating range 0.35-2.5 m). Monochrome stereo navigation cameras were mounted on the mast and the front and rear of the rover near the wheels. A field portable infrared spectroradiometer (operating range 8-14 m) simulated the Mini-TES. A Robotic Arm Camera, capable of close-up color imaging at 23 m/pixel resolution, was used in conjunction with the excavation of a trench into the subsurface. The science team was also provided with simulated images from the Mars Descent Imager and orbital panchromatic and multispectral imaging of the site obtained with the French SPOT, airborne Thermal Infrared Mapping Spectrometer, and Landsat Thematic Mapper instruments. Commands sequences were programmed and sent daily to the rover, and data returned were limited to 40 Mbits per communication cycle. During the simulated mission, 12 commands were uplinked to the rover, it traversed 90 m, six sites were analyzed, 11 samples were collected for laboratory analysis, and over 5 Gbits of data were collected. Twenty-two scientists, unfamiliar with the location of the field site, participated in the science mission from a variety of locations, accessing data via the World Wide Web. Remote science interpretations were compared with ground truth from the field and laboratory analysis of collected samples. Using this payload and mission approach, the science team synergistically interpreted orbital imaging and infrared spectroscopy, descent imaging, rover-based imaging, infrared spectroscopy, and microscopic imaging to deduce a consistent and largely correct interpretation of the geology, mineralogy, stratigraphy, and exobiology of the site. Use of imaging combined with infrared spectroscopy allowed source outcrops to be identified for local rocks on an alluvial fan. Different lithologies were distinguished both near the rover and at distances of hundreds of meters or more. Subtle differences such as a contact between dolomite and calcite were identified at a distance of 0.5 km. A biomarker for endolithic microbiota, a plausible life form to be found on Mars, was successfully identified. Microscopic imaging of soils extracted from the surface and subsurface allowed the mineralogy and fluvial history of the trench site to be deduced. The scientific productivity of this simulation shows that this payload and mission approach has high science value and would contribute substantially to achieving the goals of Mars exploration
82901986	A Heat flow and physical properties package for the surface of Mercury	European Space Agencies fifth cornerstone mission BepiColombo includes a ‘Surface Element’ to land a scientific payload on the surface of Mercury. The current strawman payload includes a heat flow and physical properties package (HP3), focussing on key thermal and mechanical properties of the near-surface material (down to a depth of 2–5 m) and the measurement of heat flow from Mercury's interior, an important constraining parameter for models of the planet's interior and evolution. We present here an overview of the HP3 experiment package and its possible accommodation in a self-inserting ‘mole’ device. A mole is considered to be the most appropriate deployment method for HP3, at least in the currently-assumed case of an airbag-assisted soft landing architecture for the Mercury Surface Element
161396580	Sonia Khurana: The Contemporary Art of Relationality	None
195353948	Digital literacy and open educational practice: DigiLit Leicester	DigiLit Leicester was an award-winning project that ran as collaboration between Leicester City Council’s Building Schools for the Future (BSF) Programme, De Montfort University and 23 of the city’s secondary mainstream and SEN schools from 2012-2016. The project focused on supporting secondary school  teaching and teaching support staff in developing their digital literacy knowledge, skills and practice, and their effective use of digital tools, environments and approaches in their work with learners. This chapter introduces the project, highlighting the new and innovative approach taken, and discussing lessons learned. Additionally, the project commitment to open educational practice is discussed with regard to design, delivery and evaluation. This commitment was explicitly taken to enhance accessibility and sustainability in terms of the project community, and to support broader public value
586542123	To what extent did industrial expansion influenced by the Penrhyn family during the nineteenth century support the growth of the middle class in Gwynedd?	None
586542091	Ceropegia armandii : a remarkable dimorphic Madagascan endemic	Madagascar is home to about 20 succulent species of Ceropegia of which all but one is endemic to the island. The most remarkable of these are the 10 species with two distinct growth forms and hence are referred to as being dimorphic. The stem segments of the vegetative phase of growth are mostly creeping but when the plants switch to the reproductive phase the growth form changes completely and the stems become thin, round, wiry, twining, growing up to several metres in length. These species have been classified as Ceropegia section Dimorpha.Ceropegia armandii was named by Werner Rauh in commemoration of Armand Ratokazafy who first found it. This species is currently still only known from its type locality in southwest Madagascar.The growth and flowering of this species in cultivation is described and illustrated. The vegetative phase has an underground tuber with creeping very succulent stems. The longest of the two synflorescences grew to be about 1.9m long with very thin and wiry stems. Along the length of these stems individual inflorescences were produced. Individual flowers are small, just under 2cm long with a rounded, bulbous base and narrow pale corolla lobes fused at their tips and hence are typical of the “lantern flower” of a Ceropegia
155776638	Family relationships and troubled masculinities: the experience of young men in contact with care and welfare services	This chapter draws on the findings of a study exploring gender ­identities and practices in work with young men using social care services to present an account of young men's family relationships that resists the reductive generalisations that, we would argue, characterise much current debate. It discusses the broader implications for an understanding of the lives of vulnerable boys and young men. Moreover, for some young men, the continuity of family ties, and in some cases starting new families of their own, formed an important part of how they envisaged their futures. Troubled or disrupted family relationships have often been a key factor in the problems that young men have faced growing up. The relationships that vulnerable or 'at risk' young men have with their fathers are often deeply ambivalent, while in many cases mothers and grandmothers play a vital stabilising role in young men's lives
82901939	Clientelism in the building of state and civil society in Spain	About the book: This book charts the evolution of clientelist practices in several western European countries. Through the historical and comparative analysis of countries as diverse as Sweden and Greece, England and Spain, France and Italy, Iceland and the Netherlands, the authors study both the ‘supply-side’ - the institutional context in which party leaders devise and implement their political strategies - and the ‘demand-side’ - the degree of ‘empowerment’ of civil society - of clientelism. This approach contends that clientelism is a particular mix of particularism and universalism, in which interests are aggregated at the level of the individual and his family ‘particularism’, but in which all interests can potentially find expression and accommodation ‘universalism’. In contrast, ‘consociationalism’ and ‘corporatism’ are systems of interest representation in which interests are aggregated at the level of ‘social pillar’ or the functional association ‘universalism’, but in which not all interests can find representation and accommodation ‘particularism’.• Presents clientelism and patronage as political strategies • Applies a historical /comparative approach to Western Europe • Engages the past and future of democratic interests representation
82901881	The Role of the Parrot in Selected Texts from Ovid to Jean Rhys: Telling a Story from an Alternative Viewpoint	This book features the efforts of a group of academics from diverse disciplines that have been working together to highlight the presence of the parrot in selected texts across the centuries. Their common purpose is to demonstrate that fictional parrots invariably function as more than decoration, comedy or badges denoting the eccentricity of their human owners. These versatile and talented birds function as markers for subtle literary techniques. Using the parrot as an interpretative tool the focus is on a range of narrative strategies and metaphorical meanings employed by the authors in question and argue that these are embodied in the attributes of the speaking bird who figures significantly in each work
82901895	From one-off events to learning systems and communities of practice	This paper considers some of the challenges and skills involved in designing and facilitating events such as workshops, meetings and conferences as part of learning systems and Communities of Practice.  It focuses mainly on processes of learning that involve interaction rather than on solitary activity, although acknowledges the relationships between individual and group levels.  Three exampls from the author's experience are presented, two from the contexts of environmental decision-making and rural change in the UK and one from direct involvement in an event that focused on Communities of Practice (CoPs) at international level.  Three inter-related areas of challenge for learning system design emerged from this enquiry and are discussed.  These areas are distribution with respect to cognition and communities; the need to take account of different systems of interest, timeframes and purposes; and the need for continuity in dialogue to support the learning of both individuals and groups
82902015	Deleterious effects of a cafeteria diet on the livers of non-obese rats	Rats were fed from weaning on three diets. Those fed a cafeteria diet had livers that were enlarged and abnormal by visual inspection. The rats themselves appeared healthy, had a normal growth rate and were not significantly different in weight from control animals. Histological examination revealed the livers of these rats to be rich in lipids and glycogen. Liver function tests showed a depressed level of alanine transaminase and an abnormal HDL: LDL. Dietary lipids generate free radicals which can interact with, and damage, DNA. However, when DNA was extracted from the livers and examined for the presence of the adduct M1-dG, there were no significant differences in adduct levels in livers from animals fed any of the diets. We conclude that the cafeteria diet can have long term adverse effects on liver function even though overt measures of health may be unimpaired, body mass maintained within normal limits, and liver DNA not adversely affected
82901810	Introduction	A new introduction to this classic novel [The Lonely Londoners by Sam Selvon] of black immigration to Britain to mark 50 year anniversary of its publication. First time appearance as a Penguin Modern Classic. Novel has had much influence on postcolonial and Caribbean/Black-British studies. The introduction sets up Sam Selvon as a major black modernist who has had enormous influence on a whole generation of contemporary, not just black writers
82901914	A Reference model for Requirements Engineering	The reference model of Gunter et al, 2000, provides a framework for describing and analyzing key software engineering artifacts and their properties. We propose a reification of this framework in which behaviour is explicitly trace-based. We find that this benefits the formalism in adding structure in ways which are meaningful and practical from an engineering viewpoint. In particular, we develop notions of points of introduction and reachability in the new framework, and show how they strengthen the properties of the reference model
82901826	Indigenous diasporas and dislocations	Indigenous religions are now present not only in their places of origin but globally. They are significant parts of the pluralism and diversity of the contemporary world, especially when their performance enriches and/or challenges host populations. Indigenous Diasporas and Dislocations engages with examples of communities with different experiences, expectations and evaluations of diaspora life. It contributes significantly to debates about indigenous cultures and religions, and to understandings of identity and alterity in late or post-modernity. This book promises to enrich understanding of indigenity, and of the globalized world in which indigenous people play diverse roles
467106896	[Book review] Stephanie N. Arel and Dan R. Stiver, eds. Ideology and Utopia in the Twenty-First Century: The Surplus of Meaning in Ricoeur's Dialectical Concept	None
478919690	Reaching the public through iSpot: your place to share nature (Case Study 8.5)	This case study introduces iSpot and highlights examples and initiatives implemented to engage anyone interested in nature. It outlines what iSpot does and how it works; achievements, impact and public responses so far. The book 'Science Communication: a practical guide for scientists' presents the history of science communication alongside ideas, inspiration, and practical advice for designing and delivering effective science communication activities and events
541053573	Exchange Structure: Refinements to the model through a study of multiparty discourse of 4 to 5 year-old children	This paper proposes a number of refinements to the original theory of Exchange Structure as first conceived. It first offers a summary of the early ideas and considers challenges made by others. The study responds to these challenges through new analysis of multiparty discourse. The paper discusses revisions to the model based on these challenges drawing on the iterative analysis conducted and considers other points relevant to multiparty discourse. The data is drawn from transcribed video recordings of small groups of 4 to 5 year-old children’s peer-led dialogic interactions as they engage in role-play. In addition to the development of Exchange Structure theory, this new analysis sheds light on the nature of negotiation within multiparty discourse and the dynamics of negotiation by young children in this playful context
478547528	Participatory Sensing: Recruiting Bipedal Platforms or Building Issue-centred Projects?	This paper raises questions about the way in which participation and recruitment are framed within participatory sensing. The text outlines a number of assumptions of participatory sensing and using a case study, examines the impacts of these assumptions on the practices of participatory sensing. The case study involves a mobile phone app that monitors ambient sound levels and creates noise maps. The study describes the conceptual and practical challenges of recruiting people and the need for an issue-centred campaign that encases the app inside a wider framework of local environmental issues. Based on observations from the case study, the paper proposes a pragmatic approach to sensing that focuses on designing sensing assemblages that support local issues of public concern. The paper argues that an issue-centred approach enables sensing that allows both machines and humans to participate in an equitable way that maximises their unique sensing abilities
591806900	How negative perceptions of social workers are reinforced in the media	None
492010998	Challenging Choices in Pregnancy and Childbirth: Results from a Meta-Ethnographic Review of the Literature	Informed choice is the cornerstone of contemporary maternity care within the UK and contributes to safe physical and psychological maternity care. Some women decline all or part of their maternity care and make choices and decisions considered ‘non-normative’. The results of this review demonstrate a gap in existing knowledge which supports the need for future research. A wider approach is needed to understanding how, why and what the underlying social and other processes underpinning there are
591441747	Institutional Analysis	None
479296225	Mental health and wellbeing on the athlete's journey	None
