id	title	abstract	human_annotator
82904381	The anatomy of Continental Flood Basalt Provinces: geological constraints on the processes and products of flood volcanism	The internal architecture of the immense volumes of eruptive products in Continental Flood Basalt Provinces (CFBPs) provides vital clues, through the constraint of a chrono-stratigraphic framework, to the origins of major intraplate melting events. This work presents close examination of the internal facies architecture and structure, duration of volcanism, epeirogenetic uplift associated with CFBPs, and the potential environmental impacts of three intensely studied CFBPs (the Parana-Etendeka, Deccan Traps and North Atlantic Igneous Province). Such a combination of key volcanological, stratigraphic and chronologic observations can reveal how a CFBP is constructed spatially and temporally to provide crucial geological constraints regarding their development.Using this approach, a typical model can be generated, on the basis of the three selected CFBPs, that describes three main phases of flood basalt volcanism. These phases are recognized in Phanerozoic CFBPs globally. At the inception of CFBP volcanism, relatively low-volume transitional-alkaline eruptions are forcibly erupted into exposed cratonic basement lithologies, sediments, and in some cases, water. Distribution of initial volcanism is strongly controlled by the arrangement of pre-existing topography, the presence of water bodies and local sedimentary systems, but is primarily controlled by existing lithospheric and crustal weaknesses and concurrent regional stress patterns. The main phase of volcanism is typically characterised by a culmination of repeated episodes of large volume tholeiitic flows that predominantly generate large tabular flows and flow fields from a number of spatially restricted eruption sites and fissures. These tabular flows build a thick lava flow stratigraphy in a relatively short period of time (c. 1–5 Ma). With the overall duration of flood volcanism lasting 5–10 Ma (the main phase accounting for less than half the overall eruptive time in each specific case). This main phase or ‘acme’ of volcanism accounts for much of the CFBP eruptive volume, indicating that eruption rates are extremely variable over the whole duration of the CFBP. During the waning phase of flood volcanism, the volume of eruptions rapidly decrease and more widely distributed localised centres of eruption begin to develop. These late-stage eruptions are commonly associated with increasing silica content and highly explosive eruptive products. Posteruptive modification is characterised by continued episodes of regional uplift, associated erosion, and often the persistence of a lower-volume mantle melting anomaly in the offshore parts of those CFBPs at volcanic rifted margins	['SDG15', 'SDG13']
82908836	Recording and transcribing talk in educational settings	About the book: English Language Teaching in its Social Context offers sociolinguistic, ethnographic, and social-psychological perspectives on TESOL teaching and learning and introduces the relevant literature on second language acquisition. Together with its companion volumes, it presents English language teaching in a variety of specific institutional, geographic and cultural contexts.The articles - a range of seminal and specially commissioned pieces - have been carefully chosen to present four major principles of English language teaching:* they focus on the roles played by teachers and learners* recognise the individuality of language learners* support teachers in the provision of active guidance for students' learning* examine both positive and negative patterns of interaction between learners and teachers.This Reader offers people unfamiliar with research in this field an overall impression of English language teaching issues while allowing the more experienced reader the opportunity to relate his or her own experiences to the theories presented	['SDG04']
82904775	The reflexive engineer: perceptions of integrated development	The professional ideology of engineers is said to be rooted in feelings of self-importance and a belief in an ability to lead based on qualities of technical expertise and rational decision making not held by the public at large.  This paper outlines the views of another group of engineers, labelled ‘reflexive engineers’, having a much more integrated view of socio-technical systems.  Interviews were conducted with engineers working in the Global South in fields such as community water supply and sanitation.  The paper aims to uncover how they make sense of the social and how they perceive factors shaping development practice	['SDG08']
82908832	Children's Cultural Worlds	Children's Cultural Worlds looks at the distinctiveness of children's cultural worlds by exploring the everyday activities of young children through to teenagers. Topics include friendships and the significance of play, how children use language to construct relationships and identities, the role of print literature, other media and information technology in children's lives, and their growing power as consumers. Features of each volume include: * An interactive text * Carefully-selected case studies and readings * Attractive layout and colour design throughout * A high level of illustration * Clear and 'student-friendly' styl	['SDG04']
491028285	Epistemic public criminology: The fallacies of evidence-based policing	There is now widespread agreement amongst theorists and commentators that there has been a sea-change in the culture of crime control since the 1970s. New paradigms and sensibilities about the institutions of criminal justice have arisen, not least amongst those scholars who concern themselves with questions to do with the institution of statutory policing. The interplay between scientific epistemology and political intelligence continues to provide a backdrop to the contemporary public engagements of criminology. The theory of evidence-based policing assumes that there is a correct, objective analysis of risk that is superior to the knowledge police might otherwise use to resolve their information dilemmas. Community-based policing ‘capitalizes on the resources of communities to identify and control crime’ and rests upon the idea that citizens can be enlisted to help ‘co-produce’ community safety. The fallacies of evidence-based policing arise through errors resulting from the kind of reasoning that wants to find the evidence to confirm the conclusions it has already reached	['SDG16']
186327547	The atmosphere of the ward: Attunements and attachments of everyday life for patients on a medium-secure forensic psychiatric unit	The climate or atmosphere of a ward in secure psychiatric care is typically studied by examining the relationship between social and environmental factors. However the experiences of patients are irreducible to a set of discrete dimensions or factors. Drawing on recent work in affect theory and architectural studies, we argue for an approach to atmosphere that places it ‘in-between’ persons and space, as a ‘spatially extended quality of feeling’ of which patients are intimately aware. The article discusses empirical material drawn from a broader study of inpatient medium-secure forensic care in a large hospital in the South of England. We show how the process of becoming attuned to the fluctuations and shifts in the atmosphere of the ward is a critical aspect of everyday life for patients. Attunement cuts across existing notions of power and resistance in these settings. We also demonstrate how attachments to a range of objects, some created by patients, can either expand or punctualize attunement, enabling change in the overall atmosphere. We conclude by speculating on how we might rethink spaces of recovery on an ethospheric basis	['SDG03', 'SDG16']
491028270	Six Software Engineering Principles for Smarter Cyber-Physical Systems	Cyber-Physical Systems (CPS) integrate computational and physical components. With the digitisation of society and industry and the progressing integration of systems, CPS need to become 'smarter' in the sense that they can adapt and learn to handle new and unexpected conditions, and improve over time. Smarter CPS present a combination of challenges that existing engineering methods have difficulties addressing: intertwined digital, physical and social spaces, need for heterogeneous modelling formalisms, demand for context-tied cooperation to achieve system goals, widespread uncertainty and disruptions in changing contexts, inherent human constituents, and continuous encounter with new situations. While approaches have been put forward to deal with some of these challenges, a coherent perspective on engineering smarter CPS is lacking. In this paper, we present six engineering principles for addressing the challenges of smarter CPS. As smarter CPS are software-intensive systems, we approach them from a software engineering perspective with the angle of self-adaptation that offers an effective approach to deal with run-time change. The six principles create an integrated landscape for the engineering and operation of smarter CPS	['SDG09']
528399559	Beginning, becoming and belonging: using liminal spaces to explore how part-time adult learners negotiate emergent identities when embarking on undergraduate online study	Using the concept of liminal spaces, this paper discusses findings from a study exploring the experiences of fifteen adults as they negotiate their identity as online learners during the first module on a part-time undergraduate degree programme. Online programmes enable adult learners with diverse backgrounds and responsibilities to choose when and how they study and therefore make decisions of how their aspirations are best met. The convenience and flexibility of these hybrid spaces enables them to take control of their learning. However, such benefits are reliant upon negotiating new ideas, technologies, constructs of learning and emergent identities which may sit at the counterpoint of existing roles, responsibilities and experiences. For some, this period of transition can consequently be characterised by disorientation and liminality. The findings presented here provide new insights into the experiences of adults who choose to study online, highlighting the extent of the entanglement between their emergent identities and personal lifeworld. I explore the interplay of the factors which shape these early encounters and, using a narrative approach, examine how identities are forged, how the opportunities and challenges presented by online spaces are negotiated, and the importance of a sense of belonging. This approach contributes to the growing field of online research methods through an innovative use of online reflective journals and Skype interviews and further extends the writing on liminality into online spaces. Although the data for this study was collected and analysed before the COVID-19 pandemic, I examine what we, as educator-researchers, can learn from these narratives and how this might inform our professional practice in the COVID-19 context	['SDG04']
82908956	Peripherality and economic development	About this book: Margins in European Integration explores a new, important perspective for an expanding Europe: that as integration attempts to accommodate to an ever greater kaleidoscope of economic interests and political positions, margins and marginality become visible, perpetual features of the 'integrated' Europe, and permanent elements in the dynamics shaping it	['SDG10', 'SDG11']
82980844	Unsupervised contact in the age of new technology: possible solutions	ObjectivesTo consider the phenomenon that is unsupervised contact by young people in care with members of their social network using mobile technologies and social media, and how social  work practitioners may best respond to the associated risks and opportunities.MethodsDoctoral research literature review that has focused on the use of mobile technologies by adolescents, and then more specifically adolescent children in care.  The review of the literature has also taken into account brain development, attachment as well as the discipline of educational psycho-therapy.ResultsThe literature review has highlighted that unsupervised contact by adolescents when undertaken and pursued is complex and risky because of the lack of support to manage the emotional complications. Moreover, there is the added difficulty of practitioners being unable to effectively manage the nature and level of contact which may have a detrimental effect on the wellbeing of the young person, as well as leading to greater likelihood of placement disruption.  These findings coupled with the adolescent brain development go some way to explain the behaviour of adolescents in care who pursue unsupervised contact because it  is a type of strange and exciting experience which leads to communication with others in a fashion that is not hemmed in by spatial location, time or social conventions.ConclusionsChild and Family social work practitioners will need to acquire a greater understanding of mobile technologies and how they are used by adolescents in care.  Moreover, in accordance with the current literature on adolescent brain development social work practitioners will need to give greater attention to the decision-making skills of adolescents in care to ensure that an environment of ‘cold cognition’ is created which may promote a better understanding of choices made and the subsequent consequences.  Child and Family social work practitioners can also learn from the educational psychotherapeutic field, in particular Bomber  (2009) who identifies that the key to effective support of young people who are experiencing attachment-related difficulties is through the process of emotional scaffolding which involves demonstrating to them that they are ‘kept in mind’, particularly during their numerous transitions	['SDG04']
82907369	La femme de couleur dans les contes populaires français	A study of the treatment of black African women in French traditional folktales from various regions	['SDG05', 'SDG11']
82980752	A sociocultural perspective on negotiating digital identities in a community of learners	Three dimensional virtual world environments are becoming an increasingly regular feature of the education landscape, providing the opportunity for richly graphical augmented and immersive learning activities. Those who participate in these experiences must mediate through an avatar, negotiating and managing the complexities of this new variation of digital identity alongside their more familiar identity as learner and/or teacher/facilitator. This chapter describes some key moments in the construction of our own digital identities as a lecturer and a student in the Open University’s community in Second LifeTM. We explore our experiences in relation to the impact of trust and consistency from a sociocultural perspective, privileging the role of social interaction and context where meaning is socially produced and situationally interpreted, concluding that social interaction is pivotal to any meaningful identity development that takes place. The chapter ends with thoughts for future issues surrounding digital identity in relation to lifelong learning	['SDG04', 'SDG09']
82907364	A l’aube d’une littérature nigériane en français?	An evaluation of current Nigerian efforts to publish in French and their motivations. The role of teachers' associations and the difficulties facing those writers. The context: rapid development of a literature in English and local efforts to publish in Nigerian languages	['SDG10']
305114233	Normalising abortion: what role can health professionals play?	Background: Despite being a common gynaecological procedure, abortion continues to be widely stigmatised. The research and medical communities are increasingly considering ways of reducing stigma, and health professionals have a role to play in normalising abortion as part of routine sexual and reproductive healthcare (SRH). We sought to investigate how health professionals may normalise abortion and challenge prevailing negative sociocultural narratives.Methods: As part of the Sexuality and Abortion Stigma Study (SASS), qualitative secondary analysis was conducted on two datasets containing health professionals’ accounts of providing abortion in Scotland and England. A subsample of 20 interviews were subjected to in-depth, thematic analysis.Results: Four key themes were identified in heath professionals’ accounts: (1) encountering resistance to abortion from others working in SRH; (2) contending with prevailing negative sociocultural narratives of abortion; (3) enacting overt positivity towards abortion provision; and (4) presenting abortion as part of normal, routine healthcare.Conclusions: It is clear that negative attitudes toward abortion persist both inside and outside of healthcare systems, and need to be challenged in order to destigmatise those accessing and providing services. Health professionals can play a key role in normalising abortion, through the ways in which they frame their work and present abortion to women they treat, and others more widely. Our analysis suggests a key way to achieve this is by presenting abortion as part of normal, routine SRH, but that appropriate support and structural change are essential for normalisation to become embedded	['SDG03', 'SDG05']
82908935	Neglected aspects of the East Asian financial crisis	The crisis of 1997 involved a serious disruption within the financial systems of the East Asian economies. A substantial literature on the causes and results of the crisis subsequently accumulated, and while there has been a certain convergence of opinion, a number of factors appear to be consistently ignored or given insufficient attention. An attempt is made below to correct this imbalance. Attention is initially focused on some of the key influences affecting financial systems, and particular consideration is given to the influence of space. The nature, form and causes of the crisis are then examined, along with a discussion of the post-crisis recovery and the role of the state in this connection. The commentary concludes with an identification of the more important implications of the crisis and the lessons to be learnt from these	['SDG16']
82972876	Ground temperature profiles and thermal rock properties at Wairakei, New Zealand	Here we present ground temperature data from Wairakei, Taupo, New Zealand. The surface zone in this area extends to 0.5 m, while the shallow zone extends to at least 7.39 m. It is expected that the deep zone starts close to this depth and will exhibit a constant temperature of approximately 14.3°C, 1–2°C higher than the mean ambient temperature at this site. Shallow ground temperatures are predominantly influenced by the ambient air temperature and to a lesser extent the amount of rainfall. Modelling of the thermal waves, taking conductive and convective heat transfer into account, enables estimates of thermal diffusivity, volumetric heat capacity and thermal conductivity, whose mean values based on data from August 2010–April 2011 were 3.48 × 10−7 m2 s−1, 2.35 × 106 J m−3 K−1 and 0.89 W m−1 K−1 respectively. These estimates are within the same ranges as previous estimates of the thermal properties at Wairakei, although the mean values are slightly higher. This finding is consistent with the increased amount of recharge that occurred during the experimental period. Increased understanding of ground temperature and thermal rock properties is valuable for the development of low enthalpy geothermal resources as well as having applications in hydrology, agronomy and climatology	['SDG07', 'SDG09']
459156672	Environmental justice in urban greening for subtropical Asian cities: the view from Taipei	Whilst an extensive body of literature exists on the environmental justice implications of urban greening in North America, Europe and to an extent Australasia, there are fewer analogous studies for tropical zone Asian city contexts. Given increasing global interest in the potential for urban greenspace to contribute to resilience in the face of environmental change and the higher vulnerability of Asian cities to environmental shocks, this is a notable gap. In response, this paper evaluates the contours of environmental justice debates within urban greenspace planning for one subtropical Asian city—Taipei. Through analysis of newspaper reporting on urban greenspace planning within Taipei, the potential and limitations of greenspace planning in contributing to equitably delivering benefits from urban greenspace towards resilience are assessed. Findings suggest that claims to environmental injustice in greenspace debates within Taipei follow broadly similar lines to controversies in Europe and North America. Nevertheless, the need for specific knowledge to understand the different ecosystem services provided by tropical zone ecosystems, and the potential for conflicts over greenspace versus development to be heightened in dense Asian city settings, are highlighted as potential areas where environmental justice debates in an Asian urban greening context may differ from Western cities	['SDG11', 'SDG15']
459156484	Experiences of teachers who have engaged their classrooms in citizen science activities	Despite the current focus on understanding what and how young people learn when participating in Citizen Science (CS) activities, teachers’ involvement and experience have received less attention. This study explored the experiences of teachers who have engaged their classrooms in CS activities. The main findings from 56 survey responses and 11 interviews indicate that teachers’ motivations are mainly to improve their professional development, to communicate with scientists and researchers, and to develop students’ skills and knowledge. Teachers engage in many types of CS projects and initiate collaborative activities with local and other science groups, universities, and other schools. Teachers use a range of teaching approaches such as hands-on experience, linking curriculum to daily life, collaborative learning, and parental engagement. Challenges that teachers confront include institutional bureaucracy, limited resources, and lack of student motivation. Insights from this study contribute to raising awareness of CS projects and designing more engaging activities for classrooms	['SDG04']
82904380	Did Paleogene North Atlantic rift-related eruptions drive early Eocene climate cooling?	The delivery of volcanogenic sulphur into the upper atmosphere by explosive eruptions is known to cause significant temporary climate cooling. Therefore, phreatomagmatic and phreatoplinian eruptions occurring during the final rifting stages of active flood basalt provinces provide a potent mechanism for triggering climate change.During the early Eocene, the northeast Atlantic margin was subjected to repeated ashfall for 0.5 m.y. This was the result of extensive phreatomagmatic activity along 3000 km of the opening northeast Atlantic rift. These widespread, predominantly basaltic ashes are now preserved in marine sediments of the Balder Formation and its equivalents, and occur over an area extending from the Faroe Islands to Denmark and southern England. These ash-bearing sediments also contain pollen and spore floras derived from low diversity forests that grew in cooler, drier climates than were experienced either before or after these highly explosive eruptions. In addition, coeval plant macrofossil evidence from the Bighorn Basin, Wyoming, USA, also shows a comparable pattern of vegetation change. The coincidence of the ashes and cooler climate pollen and spore floras in northwest Europe identifies volcanism as the primary cause of climate cooling. Estimates show that whilst relatively few phreatomagmatic eruptive centres along the 3000 km opening rift system could readily generate 0.5–1 °C cooling, on an annual basis, only persistent or repeated volcanic phases would have been able to achieve the long-term cooling effect observed in the floral record. We propose that the cumulative effect of repeated Balder Formation eruptions initiated a biodiversity crisis in the northeast Atlantic margin forests. Only the decline of this persistent volcanic activity, and the subsequent climatic warming at the start of the Eocene Thermal Maximum allowed the growth of subtropical forests to develop across the region	['SDG13']
82904356	Higher Education and the Knowledge Society: issues, challenges and responses in Norway and Germany	This paper investigates how employers and university leaders in two very different countries, Germany and Norway, are responding to the challenges imposed by the global knowledge economy and the 1999 Bologna Declaration. It asks: Does society need more or fewer graduates? What competencies do employers expect of their graduate workers? How do higher education institutions perceive their responsibility towards the employability of their graduates? Both countries offer the opportunity to illustrate responses to shared challenges. From a comparative perspective a number of issues have emerged. In Germany, the country’s federal structure with divided responsibilities remains a cause of frustration. Reforms are slow and laden with complexities. Norway’s centralised system of higher education, on the other hand, and the availability of resources, has eased higher education reforms but not anxieties about the country’s economic future ‘once the oil runs out’. However, the successes of two mass higher education systems built on Humboldtian traditions are also discussed	['SDG08']
82975756	Introduction: Cultural work, time and trajectory	[About the book]In recent years, cultural work has engaged the interest of scholars from a broad range of social science and humanities disciplines. The debate in this ‘turn to cultural work’ has largely been based around evaluating its advantages and disadvantages: its freedoms and its constraints, its informal but precarious nature, the inequalities within its global workforce, and the blurring of work–life boundaries leading to ‘self-exploitation’.While academic critics have persuasively challenged more optimistic accounts of ‘converged’ worlds of creative production, the critical debate on cultural work has itself leant heavily towards suggesting a profoundly new confluence of forces and effects. Theorizing Cultural Work instead views cultural work through a specifically historicized and temporal lens, to ask: what novelty can we actually attach to current conditions, and precisely what relation does cultural work have to social precedent? The contributors to this volume also explore current transformations and future(s) of work within the cultural and creative industries as they move into an uncertain future.This book challenges more affirmative and proselytising industry and academic perspectives, and the pervasive cult of novelty that surrounds them, to locate cultural work as an historically and geographically situated process. It will be of interest to students and scholars of sociology, cultural studies, human geography, urban studies and industrial relations, as well as management and business studies, cultural and economic policy and development, government and planning	['SDG11']
82978073	A research paradigm for systems agriculture.	Commencing in the late 19708 a multidisciplinary group of staff at Hawkesbury Agricultural College embarked on what we now understand as an Action Research Project. Our experiences of agriculture in Australia, UK, Asia, Africa and South America convinced us that agriculture is a complicated human activity involving uncertainty and change. From our interactions with farmers and employers across the agricultural sector we increasingly believed that our graduates were not being sufficiently equipped to cope with this complexity and change - to be professional agriculturalists for the twenty-first century (Macadam and Bawden 1985). We were also conscious ofDahlberg's (1979) assertion that the 'conceptual maps that most people have of agriculture fail to recognise it as the basic interface between people and their environments.'We decided to investigate ways of learning about how to improve problem situations in agriculture. This required the development of insights into the learning-problem-solving- research process, which we elucidate subsequently. Through this process we have come to view problems as 'things that never disappear utterly and that cannot be solved once and for all' (Lakoff and Johnson 1980) in contrast to the present widely held view of problems as puzzles for which, typically, there is a correct solution. To convey this meaning we use here the phrase 'improve problem situations' rather than 'solve problems.'In this paper we will first outline the conditions in Australian agriculture that led us to decide to adopt a systems approach at Hawkesbury, which we are calling systems agriculture.We will follow this with an outline of the methodologies of the approach and relate these to a psychology of learning. For debate during the workshop, we will present our perception of the relative position of systems agriculture in the spectrum of systems approaches to research in agriculture and postulate a model of influences on their evolution. Finally, we will outline our views on the application of systems agriculture in researching complex problem situations in agriculture	['SDG02', 'SDG09']
586542078	The Development and Validation of the Relational Depth Frequency Scale	Background: Relational depth is defined as ‘a state of profound contact and engagement between two people, in which each person is fully real with the Other, and able to understand and value the other’s experiences at a high level’ (Mearns and Cooper, 2005, p. xii). The concept emerged in humanistic therapies and became an area of interest in research on the therapeutic relationship. Evidence suggests relational depth may be associated to psychological growth and therapy outcome. The Relational Depth Inventory (Wiggins, 2007) provided a first instrument to measure presence of relational depth in a significant event. To this day there is no validated instrument to measure the frequency of relational depth in therapy.Aims: The principal aim of this project is to develop and validate a scale that can reliably measure the frequency of relational depth in therapy. Other aims include explorations of the demographic moderators of the frequency of relational depth.Methods: Standard procedures included the creation of an item pool, expert rating of items, and Three-Step Test interviews. A psychometric exploration was used to assess internal consistency in a sample of 556 clients and therapists, convergent validity with the RDI and WAI-SR, divergent validity with a measure of self-compassion, a principal component analysis, and associations in demographic variables.Findings and further research: The 20-item Relational Depth Frequency Scale (RDFS) has excellent reliability in this sample and good initial construct validity. We uncovered two dimensions of relational depth: enduring relational depth and intense moments of relational depth. Therapists had higher relational depth frequency (RDF) than clients. Qualified practitioners had higher RDF than trainees. Individuals who self-identified as spiritual had higher RDF than those who self-identified as atheists. Therapists had higher RDF the longer the therapy was. Clients showed lower RDF between the sixth and twenty-fourth session. The RDFS can be used for further research, particularly in assessing the predictive validity of relational depth on outcome.</br	['SDG03', 'SDG04']
82975980	The synergy of large area surveys with AKARI and HERSCHEL	The Herschel Space Observatory is the European Space Agency's state of the art telescope launched into space on 14 May 2009, covering the wavelength range from 70-700 microns with 3 instruments SPIRE, PACS and HIFI. Large area surveys are being carried out by Herschel in the AKARI legacy fields at the North and South Ecliptic Poles and the AKARI All-Sky Survey provides additional synergy with the largest survey with Herschel, H-ATLAS, covering more than 500 square degrees. This paper reports on some of the early results of the synergies between Herschel and AKARI including the first comparison of the AKARI All-Sky Survey number counts with the deeper Herschel surveys	['SDG09']
82910418	Lecturers' everyday writing as professional practice in the university as workplace: new insights into academic identities	This paper reports on an investigation into the workplace writing of university lecturers as a significant element of their professional practice. The research has focused on lecturers' routine, everyday writing, as opposed to their more prestigious or scholarly writing. In order to gain an understanding of writing as professional practice, about 30 lecturers in three different UK universities have been interviewed, focusing on a small number of their everyday workplace documents, chosen by the participants themselves. This reflected a particular perspective on written documents in the university workplace - namely, that they actually instantiate practice rather than merely carry along meaning. The paper discusses some of the substantive, methodological and theoretical ideas emerging from the research. It is argued that the focus on lecturers' experience of producing and working with workplace documents in specific institutional contexts suggests new ways of framing the relationship between academic practice and academic identities, as textual, communicative and situated. This in turn has important implications for the way academic development is conceptualised	['SDG04']
82910405	Re-purposing for open education: evolving roles, responsibilities and processes	This paper explores processes designed to support large-scale re-purposing for an open education repository. The context for the discussion is provided by OpenLearn, the Open Content Initiative of the UK Open University (UKOU). OpenLearn is a major initiative funded by the William and Flora Hewlett Foundation that aims to repurpose several thousand study-hours of existing UKOU learning materials. A core challenge for OpenLearn has been to establish an appropriate context to enable re-purposing of learning resources written primarily for print. The response to this challenge has been to create a streamlined production structure to support a team including media, editorial and academic staff. This is, however, distinct from the structure that supports course development in the institution. Indeed, a variety of ongoing changes within the university suggest that OpenLearn constitutes, amongst other possibilities, a site for experimentation and trialling of new ways of working that question established roles and responsibilities. The discussion revolves around a comparison of graphical schemes created to represent the production processes, which undergo periodic reviews. In suggesting that the project appears to be fostering a re-evaluation of professional jurisdiction boundaries, this paper investigates aspects of that venture that may also challenge the very nature and purposes of education	['SDG04']
82975845	Brazil: building national regulatory frameworks	Brazil has recently received many accolades for its 'managed revolution' and significant improvements in its education system. But for policy makers in Brazil one of the challenges is the establishment of a structured relationship between the imperatives of system-wide reform and the needs and perceptions of teachers working within the system. This chapter explores recent developments in Brazil - a large scale laboratory, around teacher quality and teacher development	['SDG04']
82975962	Arthropod abundance and diversity in a lowland tropical forest floor in Panama: the role of habitat space vs. nutrient concentrations	Tropical forest floor characteristics such as depth and nutrient concentrations are highly heterogeneous even over small spatial scales and it is unclear how these differences contribute to patchiness in forest floor arthropod abundance and diversity. In a lowland tropical forest in Panama we experimentally increased litter standing crop by removing litter from five plots (L-) and adding it to five other plots (L+); we had five control plots. After 32 mo of treatments we investigated how arthropod abundance and diversity were related to differences in forest floor physical (mass, depth, water content) and chemical properties (pH, nutrient concentrations). Forest floor mass and total arthropod abundance were greater in L+ plots compared with controls. There were no treatment differences in nutrient concentrations, pH or water content of the organic horizons. Over all plots, the mass of the fermentation horizon (Oe) was greater than the litter horizon (Oi); arthropod diversity and biomass were also greater in the Oe horizon but nutrient concentrations tended to be higher in the Oi horizon. Arthropod abundance was best explained by forest floor mass, while arthropod diversity was best explained by phosphorus, calcium and sodium concentrations in the Oi horizon and by phosphorus concentrations in the Oe horizon. Differences in arthropod community composition between treatments and horizons correlated with phosphorus concentration and dry mass of the forest floor. We conclude that at a local scale, arthropod abundance is related to forest floor mass ( habitat space), while arthropod diversity is related to forest floor nutrient concentrations (habitat quality)	['SDG15']
82910313	What constitutes transgressive sex? The case of child prostitution in Thailand	"About the book: Sex is often regarded as a dangerous business that must be rigorously controlled, regulated, and subjected to rules. Sexual acts that defy acceptable practices may be seen as variously defiling, immoral, and even unnatural. They may challenge and subvert both cultural preconceptions and the social order in a politics of sexual transgression that threatens to radically transform permissible boundaries and restructure bodily engagements. This collection of essays explores acts of sexual transgression that have the power to reconfigure perceptions of bodily intimacy and the social norms of interaction. Considering issues such as domestic violence, child prostitution, health and sex, teenage sex, and sex with animals across a range of settings from contemporary Oceania, the Pacific, South Africa, and southeast Asia to Euro-America, this book should interest all those who question the ""naturalness"" of sex, including public health workers, clinical practitioners and students of sex, sexuality, and gender in the humanities and social sciences"	['SDG05', 'SDG16']
82978080	Systems methodologies for sustainable natural resources research and development.	Systems methodologies are helping to reshape the way in which natural resource Research and Development (R&D) is conducted but they are under-utilised and under-researched. This paper outlines some recent trends in systems thinking, and argues the case for the use and further development of systems methodologies for research and development in sustainable natural resource management (NRM R&D). Systems, or complexity, research reveals the inadequacy of development projects which are based on blueprints and certainty derived from linear projections into the future. Two strands of NRM R&D are explored: farming systems research (FSR) and systems learning. Both have been extended from farming to rural livelihood and food systems. This improves their holistic claims but increases demands on them. FSR acknowledges that both natural and socio-economic science are necessary to NRM but has had limited success in synthesising them. The systems learning strand is increasingly apparent but is still under-researched despite successes. Research to further adapt and develop systems methodologies in NRM contexts is identified	['SDG02', 'SDG12']
82901564	Paracrine relationships between adipose and lymphoid tissues: implications for the mechanism of HIV-associated adipose redistribution syndrome	Paracrine interactions between lymphoid cells and adipocytes surrounding lymph nodes improve the efficiency of immune responses by emancipating activated lymphoid cells from competition with other tissues for blood-borne nutrients. HIV infection may disrupt this relationship, causing lipodystrophy.The adipocytes anatomically associated with lymph nodes and omental milky spots have site-specific properties that equip them to interact locally with lymphoid cells. Paracrine provisioning of peripheral immune responses improves their efficiency and emancipates activated lymphocytes from competition with other tissues for blood-borne nutrients.  Prolonged disruption to such paracrine interactions may contribute to the HIV-associated adipose redistribution syndrome, causing selective hypertrophy of the mesentery, omentum and other adipose depots that contain much activated lymphoid tissue	['SDG03']
586542112	Politics and applied linguistics	For the discipline of applied linguistics, political issues have always been a central concern, whether they are addressed implicitly or explicitly. If we take Brumfit’s definition of applied linguistics as the ‘investigation of real-world problems in which language is a central issue’ (1995: 27), it becomes inevitable that, assuming we believe that the ‘real world’ is intrinsically political, the discipline itself needs to address issues of power. In this chapter, I examine three main issues concerning the relationship between politics and language. The first focuses on politics about language - the way that (ideas about) language, particular languages, and language use become the site for political debate and struggle. The second is politics enacted through language - the ways that language use itself achieves or is subject to political effects. And the third examines the ways in which applied linguistics is relevant specifically to electoral politics - how insights from linguistics can be applied to the analysis, or even the practice, of political engagement, especially in the context of electoral or party politics	['SDG16']
586542132	A Hybrid Piezoelectric and Reverse Electrowetting Energy Harvester for Wearable Biosensors	Wearable biosensors play a critical role for healthcare monitoring. However, reliance of biosensors on batteries has serious drawbacks. Although the human body energy can be converted into electricity with energy harvesters. Hybridization of multiple energy harvesters is a prominent trend to increase the power output. In this work a hybrid piezoelectric and reverse electrowetting (REWOD) energy harvester is proposed. The main principle of working is based on the presence of electrical double layer in REWOD component and the coupling with a piezoelectric nanogenerator via an electret. The proposed energy harvester design was tested numerically and in a series of experiments	['SDG03', 'SDG09']
188345840	Learning analytics at the intersections of student trust, disclosure and benefit	Evidence suggests that individuals are often willing to exchange personal data for (real or perceived) benefits. Such an exchange may be impacted by their trust in a particular context and their (real or perceived) control over their data.Students remain concerned about the scope and detail of surveillance of their learning behavior, their privacy, their control over what data are collected, the purpose of the collection, and the implications of any analysis. Questions arise as to the extent to which students are aware of the benefits and risks inherent in the exchange of their data, and whether they are willing to exchange personal data for more effective and supported learning experiences.This study reports on the views of entry level students at the Open University (OU) in 2018. The primary aim is to explore differences between stated attitudes to privacy and their online behaviors, and whether these same attitudes extend to their university's uses of their (personal) data. The analysis indicates, inter alia, that there is no obvious relationship between how often students are online or their awareness of/concerns about privacy issues in online contexts and what they actually do to protect themselves. Significantly though, the findings indicate that students overwhelmingly have an inherent trust in their university to use their data appropriately and ethically.Based on the findings, we outline a number of issues for consideration by higher education institutions, such as the need for transparency (of purpose and scope), the provision of some element of student control, and an acknowledgment of the exchange value of information in the nexus of the privacy calculus.</p	['SDG04', 'SDG09']
