id	title	abstract	labels
195353948	Digital literacy and open educational practice: DigiLit Leicester	DigiLit Leicester was an award-winning project that ran as collaboration between Leicester City Council’s Building Schools for the Future (BSF) Programme, De Montfort University and 23 of the city’s secondary mainstream and SEN schools from 2012-2016. The project focused on supporting secondary school  teaching and teaching support staff in developing their digital literacy knowledge, skills and practice, and their effective use of digital tools, environments and approaches in their work with learners. This chapter introduces the project, highlighting the new and innovative approach taken, and discussing lessons learned. Additionally, the project commitment to open educational practice is discussed with regard to design, delivery and evaluation. This commitment was explicitly taken to enhance accessibility and sustainability in terms of the project community, and to support broader public value	['SDG04', 'SDG10']
155776638	Family relationships and troubled masculinities: the experience of young men in contact with care and welfare services	This chapter draws on the findings of a study exploring gender ­identities and practices in work with young men using social care services to present an account of young men's family relationships that resists the reductive generalisations that, we would argue, characterise much current debate. It discusses the broader implications for an understanding of the lives of vulnerable boys and young men. Moreover, for some young men, the continuity of family ties, and in some cases starting new families of their own, formed an important part of how they envisaged their futures. Troubled or disrupted family relationships have often been a key factor in the problems that young men have faced growing up. The relationships that vulnerable or 'at risk' young men have with their fathers are often deeply ambivalent, while in many cases mothers and grandmothers play a vital stabilising role in young men's lives	['SDG10', 'SDG16']
82901895	From one-off events to learning systems and communities of practice	This paper considers some of the challenges and skills involved in designing and facilitating events such as workshops, meetings and conferences as part of learning systems and Communities of Practice.  It focuses mainly on processes of learning that involve interaction rather than on solitary activity, although acknowledges the relationships between individual and group levels.  Three exampls from the author's experience are presented, two from the contexts of environmental decision-making and rural change in the UK and one from direct involvement in an event that focused on Communities of Practice (CoPs) at international level.  Three inter-related areas of challenge for learning system design emerged from this enquiry and are discussed.  These areas are distribution with respect to cognition and communities; the need to take account of different systems of interest, timeframes and purposes; and the need for continuity in dialogue to support the learning of both individuals and groups	['SDG04']
82902015	Deleterious effects of a cafeteria diet on the livers of non-obese rats	Rats were fed from weaning on three diets. Those fed a cafeteria diet had livers that were enlarged and abnormal by visual inspection. The rats themselves appeared healthy, had a normal growth rate and were not significantly different in weight from control animals. Histological examination revealed the livers of these rats to be rich in lipids and glycogen. Liver function tests showed a depressed level of alanine transaminase and an abnormal HDL: LDL. Dietary lipids generate free radicals which can interact with, and damage, DNA. However, when DNA was extracted from the livers and examined for the presence of the adduct M1-dG, there were no significant differences in adduct levels in livers from animals fed any of the diets. We conclude that the cafeteria diet can have long term adverse effects on liver function even though overt measures of health may be unimpaired, body mass maintained within normal limits, and liver DNA not adversely affected	['SDG03']
82901826	Indigenous diasporas and dislocations	Indigenous religions are now present not only in their places of origin but globally. They are significant parts of the pluralism and diversity of the contemporary world, especially when their performance enriches and/or challenges host populations. Indigenous Diasporas and Dislocations engages with examples of communities with different experiences, expectations and evaluations of diaspora life. It contributes significantly to debates about indigenous cultures and religions, and to understandings of identity and alterity in late or post-modernity. This book promises to enrich understanding of indigenity, and of the globalized world in which indigenous people play diverse roles	['SDG16', 'SDG10']
478919690	Reaching the public through iSpot: your place to share nature (Case Study 8.5)	This case study introduces iSpot and highlights examples and initiatives implemented to engage anyone interested in nature. It outlines what iSpot does and how it works; achievements, impact and public responses so far. The book 'Science Communication: a practical guide for scientists' presents the history of science communication alongside ideas, inspiration, and practical advice for designing and delivering effective science communication activities and events	['SDG14', 'SDG17']
478547528	Participatory Sensing: Recruiting Bipedal Platforms or Building Issue-centred Projects?	This paper raises questions about the way in which participation and recruitment are framed within participatory sensing. The text outlines a number of assumptions of participatory sensing and using a case study, examines the impacts of these assumptions on the practices of participatory sensing. The case study involves a mobile phone app that monitors ambient sound levels and creates noise maps. The study describes the conceptual and practical challenges of recruiting people and the need for an issue-centred campaign that encases the app inside a wider framework of local environmental issues. Based on observations from the case study, the paper proposes a pragmatic approach to sensing that focuses on designing sensing assemblages that support local issues of public concern. The paper argues that an issue-centred approach enables sensing that allows both machines and humans to participate in an equitable way that maximises their unique sensing abilities	['SDG11', 'SDG13']
492010998	Challenging Choices in Pregnancy and Childbirth: Results from a Meta-Ethnographic Review of the Literature	Informed choice is the cornerstone of contemporary maternity care within the UK and contributes to safe physical and psychological maternity care. Some women decline all or part of their maternity care and make choices and decisions considered ‘non-normative’. The results of this review demonstrate a gap in existing knowledge which supports the need for future research. A wider approach is needed to understanding how, why and what the underlying social and other processes underpinning there are	['SDG03']
467106823	Making sense of online discussions: can automated reports help?	Enabling healthier online deliberation around issues of public concerns is an increasingly vital challenge in nowadays society. Two fundamental components of a healthier deliberation are: i. the capability of people to make sense of what they read, so that their contribution can be relevant; and ii. the improvement of the overall quality of the debate, so that noise can be reduced and useful signals can inform collective decision making. Platform designers often resort to computational aids to improve these two processes. In this paper, we examine automated reporting as promising mean of improving sensemaking in discussion platforms. We compared three approaches to automated reporting: an abstractive summariser, a template report and an argumentation highlighting system. We then evaluated improvements in sensemaking of participants and the perception on overall quality of the debate. The study suggests that argument mining technologies are particularly promising computational aids to improve sense making and perceived quality of online discussion, thanks to their capability to combine computational models for automated reasoning with users’ cognitive needs and expectation of automated reporting	['SDG16']
82904095	Combining reflective logs with electronic networks for professional development among distance education tutors	The provision of a professional development programme for distance tutors can be problematic because of the need for flexibility to cater for a variety of working practices, or to overcome the hurdles imposed by geographical remoteness. At the UK Open University, online networks are widely in use for teaching and learning, and we are actively exploring their potential for professional development. This paper describes the Supporting Open Learners in A Changing Environment project, which has piloted a reflective approach to professional development using a log to structure reflection, which is then shared with others in a computer conference. Our evaluation of tutors' perspectives of the project indicated that all participants found the experience stimulating and helpful for identifying and sharing issues of student support, although some found the process unexpectedly time consuming. We believe there is considerable potential for such an approach to networked reflection among distance tutors, provided the issue of tutor time can be addressed	['SDG04']
369424230	Gender Lens Investing in the African Context	African women face serious constraints in obtaining credit, cultivating business networks, when dealing with cultural norms that favor men, and with gender-neutral policies. This has led to calls for breaking stereotypes of women as survivalist entrepreneurs through Gender Lens Investing (GLI) initiatives. This chapter investigates the practice of GLI by analyzing how Fund managers draw on the gender lens narrative to break down gender stereotypes through the provision of microcredit, to develop women entrepreneurs’ agency, and attract investments. Through the analysis of the gender lens narrative of Impact Investing Funds in Africa and two in-depth case studies of microfinance organizations in Ghana and Cameroon, this chapter reveals explicit and implicit GLI strategies for investing in women-owned businesses in resource-scarce contexts and adds to the sustainable finance research by analyzing the application of GLI in Africa. The cases highlight important policy and practice implications facing gender lens investors seeking to address the persistent gender inequalities in access to entrepreneurial finance	['SDG05', 'SDG08', 'SDG09', 'SDG10']
82900947	The future of inter-organisational system linkages: findings of an International Delphi Study	To perform effectively in markets that are becoming increasingly turbulent and volatile, organisations should form information system linkages with their business partners. This study seeks to produce a 'vision' for the future of such linkages. A number of recent developments in information systems and technology (IS/IT) appear to promise the ability to make improvements in this domain. These are electronic hubs, web services, widespread adoption of common enterprise resource planning (ERP) systems and enterprise portals. This study, which is carried out by means of the Delphi technique, explores the expected future role and use of these information systems. The expert participants in the study believe that the focus of enterprise systems is shifting from an internal to an external orientation. They suggest that ERP systems may be reaching a structural limit concerning their capabilities and adjunct technologies will be required to integrate multiple inter-organisational operations. The participants expect that the three other systems and technologies considered can provide those necessary adjunct technologies, either used singly, or more likely in combination. Finally, we find that the transition to a greater external orientation is expected to include an extension in the types of organisations that will be integrated electronically into networks	['SDG17', 'SDG09']
568120165	Thriving in Part-Time Doctoral Study: Integrating Work, Life and Research	Thriving in Part-Time Doctoral Study is a practical guide, designed to support part-time doctoral researchers in navigating their learning experience and providing them with the tools they need to succeed in academia, alongside the work and life challenges they may be facing. Featuring eight highly practical chapters, this book covers every aspect of the part-time doctoral journey from initial planning right through to completion.Easy to dip in and out of with realistic advice, learning points and reflective activities based on real experiences, this book:● Reflects a diversity of voices across academic disciplines● Features real-world examples from doctoral researchers● Can be referred to throughout the doctoral journeyThis key resource will support the reader in considering how best to access and draw on the communities of support available, get the most from a supervisory team, and build professional networks. It recognises that each student’s learning pathway is different and offers support to allow each individual to take control and make it their part-time doctorate	['SDG04']
82900808	Punishing parents for the crimes of their children	In recent years there has been a profusion of laws that punish parents for their children's offences. These parental responsibility laws are based on the assumption that parents of children who offend have not accepted their responsibility and that they can be made to do so by the imposition of court orders and financial penalties. In this article I will examine the efficacy of punishing parents for the crimes of their children. I will consider whether parental responsibility laws are an effective means of tackling youth crime; or should policies that strengthen the family and improve parenting skills be pursued as strategies for preventing juvenile offending behaviour	['SDG16']
82900879	Local knowledge and the strategy of constructing advantage: the role of community alliances	Economic growth is local. Communities drive the prosperity of nations. They attract and retain foreign direct investment and creative, talented, people. Institutions are key, from government labs, firms (small and large), universities, agencies providing community services – including safe schools, health services, athletic facilities such as running and biking tracks – and so on. This paper takes these observations, moves conceptually beyond Ricardian ''comparative advantage'' and neo-Porterian ''competitive advantage'' and – using new information from a number of cities – develops the notion of ''constructed advantage''	['SDG17', 'SDG08', 'SDG11']
131316757	Financial repression and liability of foreignness in developing countries	Using non-parametric Data Envelopment Analysis, this paper suggests that the era of financial repression in developing countries, by providing policy-induced competitive advantages to domestic banks, may create liability of foreignness for foreign banks that impeded their resource utilization. Implementation of financial liberalization programme, which endeavours to create a more market-oriented financial sector, may enable foreign banks to overcome the liability of foreignness and enhance their resource utilization	['SDG09', 'SDG10']
523283202	Piezoelectric biosensors for biorecognition analysis: Application to the kinetic study of HIV-1 Vif protein binding to recombinant antibodies	In this work three piezoelectric sensors modified with anti-HIV-1 Vif (virion infectivity factor) single fragment antibodies (4BL scFV), single domains (VH) and camelized single domains (VHD) were constructed and used to detect HIV1 Vif in liquid samples. Dithio-bis-succinimidyl-undecanoate (DSU) and 11-hydroxy-1-undecanethiol (HUT) mixed self assembled monolayers (SAM) were generated at the sensors surface onto which the antibodies were immobilized. All sensors detected specifically the target HIV1-Vif antigen in solution and no unspecific binding was monitored. Impedance analysis was performed to quantify electroacoustic and viscoelastic interferences during antibody immobilization and antigen recognition. The elimination of such interferences enabled the quantitative use of the piezoelectric immunosensors to estimate the antibody surface density as well as antigen binding and equilibrium constants. In spite of the possible limitation regarding mass transport and other related molecular phenomena, which were not considered in the binding model used, this work demonstrates the usefulness of piezoelectric biosensors in biorecognition analysis and evidences the advantages on using simultaneous impedance analysis to bring analytical significance to measured data, and thus to improve piezoelectric sensors sensitivity and applicability	['SDG03', 'SDG09']
143477096	Embedding Information and Communication Technologies into the 21st Century Curriculum	"Embedding information and communication technologies (ICT) within learning and teaching programmes offers the potential to enrich learning by promoting networking and the collaborative construction of knowledge. This is especially important for professionals working within disciplines such as Architecture in which ICT is used within the design process. This article aims to outline some advantages and limitations experienced when developing an online ""CPD Learning Zone"" for Architects through an accredited staff development programme. Issues are discussed from the point of view of both a staff developer and a member of teaching staff. It will be of interest to staff developers as well as teaching staff proposing to develop similar online courses"	['SDG04']
82971927	R&D, patents and stock return volatility	Recent finance literature highlights the role of technological change in increasing firm specific (idiosyncratic) and aggregate stock return volatility, yet innovation data is not used in these analyses, leaving the direct relationship between innovation and stock return volatility untested. The paper investigates the relationship between volatility and innovation using firm level patent data. The analysis builds on the empirical work by Mazzucato (2002; 2003) where it is found that stock return volatility is highest during periods in the industry life-cycle when innovation is the most ‘radical’. In this paper we ask whether firms which invest more in innovation (more R&D and more patents) and/or which have more important innovations (patents with more citations) experience more volatility in their returns.  Given that returns should in theory be higher, on average, for higher risk stocks, we also look at the effect of innovation on the level of returns. To take into account the competition between firms within industries, firm returns and volatility are measured relative to the industry average. We focus the analysis on firms in the pharmaceutical industry between 1974 and 1999. Results suggest that there is a positive and significant relationship between volatility, R&D intensity and the various patent related measures—especially when the innovation measures are filtered to distinguish the very innovative firms from the less innovate ones	['SDG08', 'SDG09']
82923210	Three-dimensional synaptic ultrastructure in the dentate gyrus and hippocampal area CA3 in the Ts65Dn mouse model of down syndrome	Down syndrome (DS) results from trisomy of human chromosome 21. Ts65Dn mice are an established model for DS and show several phenotypes similar to those in people with DS. However, there is little data on the structural plasticity of synapses in the trisynaptic pathway in the hippocampus. Here we investigate three-dimensional (3D) ultrastructure of synapses in the hippocampus of age-matched control (2N) and Ts65Dn male mice. Serial ultrathin sections and 3D reconstructions characterize synapses in the middle molecular layer (MML) of dentate gyrus and in thorny excrescences (TEs) in proximal portions of apical dendrites of CA3 pyramidal neurons. 3D analysis of synapses shows phenotypes that distinguish Ts65Dn from 2N mice. For the MML, synapse density was reduced by 15% in Ts65Dn vs. 2N mice (P < 0.05). Comparative 3D analyses demonstrate a significant decrease in the number of thorns per TE in CA3 in Ts65Dn vs. 2N mice (by ∼45%, P = 0.01). Individual thorn volume was 3 times smaller in Ts65Dn vs. 2N mice (P = 0.02). A significant decrease in the number of thorn projections per TE in Ts65Dn vs. 2N mice was accompanied by a decrease of filopodium-like protrusions on the surface of TEs (P = 0.02). However, the volume of postsynaptic densities in CA3 Ts65Dn and 2N mice was unchanged (P = 0.78). Our findings suggest that the high degree of plasticity of CA3 thorns may be connected with their filopodial origin. Alterations of 3D synaptic structure in Ts65Dn mice may further contribute to the diminished plasticity in DS	['SDG03']
82976624	Deti ako autori vlastnych kniziek na ipadoch: Hl'Adanie strednej cesty(Children as authors of their own iPad books: searching for a balance	V tomto článku opisujeme potenciál iPad aplikácikií ako spojit’ dve často diametrálne rozličné zámery akademického a pedagogického sveta ohl’adne technológií v predprimárnom vzdelávaní. V článku sa zameriavame na konkrétnu iPad aplikáciu Our Story, ako novú platformu a formu vlastno-ručne vyrobených knižiek. Príbehy vytvorenés Our Story sú zákonite multimodálne, otvorené a móžu byt’ tvorené a zdiel’ané v nových časových a priestorových dimenziách. Takéto príbehy tak znázorňujú úzke spojenie medzi formou a obsahom a rôznorodost’ možných ciest k písaniu a čitaniu. V závere vyzdvihujeme potrebu vyrovnaného pristupu ku detským príbehom vytvoreným s Our Story ako i k používaniu nových technológií.In this article we describe the potential of iPad apps to bring together two disparate academic and pedagogic agendas in relation to the use of new technologies in early childhood education. We discuss the affordances of a particular iPad app -Our Story-to offer a new platform for self-made stories and a new form of children's authorship. Stories made by children with Our Story are by default multimodal and open-ended and are ready to be created and shared across time and space boundaries. As such, the stories epitomise the intimate relationship between content and form and the multitude of possible ways into literacy. We conclude by highlighting the need for fostering a balanced approach when it comes to children's use of Our Story and new technologies more generally	['SDG04', 'SDG09']
598036564	Towards a systems-based framework for understanding the diffusion of technology: A case study of a modest technological innovation in the multi-agency context of policing	Technological innovation in policing is being given greater emphasis.  In public discourse about technology and policing, there is often a focus on large-scale projects that are known to fail, sometimes at significant cost.  The implementation of smaller innovations are often overlooked.  This thesis examines practice of innovation and adoption in the context of multi-agency working. The literature review in this thesis reveals that little is known about contexts where decision making does not rest with the police and exposes potential limitations in the use of diffusion and adoption frameworks/models.  The research question is: In the context of multi-agency diffusion and adoption of a technology to enhance policing, can systems thinking techniques enhance, or even replace, existing frameworks and models?This empirical research study looks at the adoption of a relatively simple technology that scans identification documents.  However, the decision to adopt and implement an ID scanner takes place within a complex setting.  Tracking an adoption decision requires understanding of the various actors and their roles.  The research includes 48 semi-structured interviews with police officers, premises owners and managers and other stakeholders involved in the decision to adopt an ID scanner.  Their perceptions of the history leading to an adoption decision, their own role and that of other key actors is examined.  Initial analysis takes place using spray diagrams and further analysis is made through the lenses of existing diffusion and adoption frameworks/models.  Subsequently systems thinking techniques are deployed and the additional insights they provide are highlighted.  This research finds that systems thinking can extend understanding of multi-agency diffusion and adoption decisions when compared with solely utilising existing frameworks/models.  Finally, the research proposes a systems-based framework for collaborative diffusion and adoption analysis	['SDG16', 'SDG09']
598036630	Selective Detection of Toxic C1 Chemicals Using a Hydroxylamine-Based Chemiresistive Sensor Array	Formaldehyde (FA) is a deleterious C1 pollutant commonly found in the interiors of modern buildings. C1 chemicals are generally more toxic than the corresponding C2 chemicals, but the selective discrimination of C1 and C2 chemicals using simple sensory systems is usually challenging. Here, we report the selective detection of FA vapor using a chemiresistive sensor array composed of modified hydroxylamine salts (MHAs, ArCH2ONH2·HCl) and single-walled carbon nanotubes (SWCNT). By screening 32 types of MHAs, we have identified an ideal sensor array that exhibits a characteristic response pattern for FA. Thus, trace FA (0.02–0.05 ppm in air) can be clearly discriminated from the corresponding C2 chemical, acetaldehyde (AA). This system has been extended to discriminate methanol (C1) from ethanol (C2) in combination with the catalytic conversion of these alcohols to their corresponding aldehydes. Our system offers portable and reliable chemical sensors that discriminate the subtle differences between C1 and C2 chemicals, enabling advanced environmental monitoring and healthcare applications	['SDG11', 'SDG03', 'SDG12']
82976940	Exploring children's responses to interpersonal conflict using bubble dialogue in a mainstream and EBD school	This paper discusses an investigation of the use of a computer application, Bubble Dialogue, to construct a narrative which reflects the child's view of the world. In particular it reports on a comparative study of how a group of children with emotional and behavioural difficulties and children who  attend a mainstream school use Bubble Dialogue to express themselves and the strategies used by the  children to resolve interpersonal conflicts. The results show that both groups of children were able to  make good use of the thought/speech distinction which is a special feature of Bubble Dialogue, and  both groups made disclosures, but there were differences in the type of disclosures made. Analysis of conflict resolution strategies revealed that both groups could used a range of strategies but the pattern  of preference differed between the groups. In particular the children with emotional and behavioural difficulties issued more orders and resorted to physical aggression. It is suggested that Bubble Dialogue may therefore be a good tool for practitioners to use to reveal children's perspectives and also for the children themselves to rehearse more appropriate and effective conflict resolution strategie	['SDG04']
599347099	Return Migration and Entrepreneurship: The Role of Highly Skilled Women in Nigeria's Technology Services Sector	This study explores the multifaceted roles and impacts of highly skilled female return migrant entrepreneurs within Nigeria's technology services sector. Leveraging my novel conceptual framework, the Returnee Entrepreneurship Intersectionality Model (REIM) – an integrated construct drawn from Human Capital Theory, Opportunity Entrepreneurship Theory, and Intersectionality Theory - the research uncovers how these entrepreneurs navigate the sector and shape the economic and sociocultural landscapes of their home country. I structured this study around four key objectives: to profile these women entrepreneurs, to unpack their motivations for initiating technology-based enterprises, to understand the influence of home conditions on their entrepreneurial activities, and to evaluate the broader implications of their ventures within Nigeria's technology sector (Ramachandran et al., 2019). Qualitative research methods, including digital ethnography, semi-structured interviews, and online data analysis, were employed to gather rich, nuanced data. Findings revealed these return migrants possessed diverse educational backgrounds and professional experiences, accrued both pre-migration and during their time abroad. Many of them leveraged these assets to launch businesses in response to identified market gaps or the desire to give back to their home country, thus displaying both opportunity-driven and a form of necessity-driven entrepreneurship. The study further revealed how their entrepreneurial activities were shaped by the socioeconomic and policy environment at home. Despite the occasional hurdles arising from entrenched gender norms, these women often turned challenges into opportunities, demonstrating resilience and creativity. Their impact on the Nigerian tech sector was multifaceted, introducing innovative products and services, creating jobs, and challenging traditional gender norms. However, measuring their broader impact on the economic performance and sociocultural dynamics of the tech sector proved complex due to factors such as the nascent nature of their presence, the size and scope of their enterprises, and the challenging operating environment. Despite some limitations, including the influence of the COVID-19 pandemic during data collection and constraints in generalizability, the study provides valuable insights into the experiences and impacts of highly skilled female return migrant entrepreneurs in Nigeria's technology services sector. It makes a unique contribution to the discourse on gender, return migrant entrepreneurship, and the tech sector, illuminating a rarely studied intersection of these themes, and in so doing, it generates several thought-provoking avenues for future research	['SDG05', 'SDG08', 'SDG09', 'SDG10']
82911285	Understanding how water resources shape our flora	Water is one of the most important resources for plants. It controls and influences their diversity and distribution. Water availability in soil influences plants directly as a limiting resource, or indirectly by filling soil pore spaces and reducing oxygen supply, which limits plant root growth. Water regimes dictate different vegetation types and ecosystems. Global examples are the major world biomes, such as tropical rainforest, deserts or tundra. At this level, precipitation differences as a result of latitude and incoming solar radiation define which species prevail. At a regional level, plant communities are determined by precipitation differences associated with topographic features such as elevation	['SDG15']
131316441	Anti-racist criminology?	In two of the dominant Western democracies, the USA and the UK, 2016 was heavily marked by racial politics. Few people would deny that race was a dominant feature of the 2016 US presidential election. A white challenger to a black incumbent was itself unprecedented, but the background was provided by the black Lives Matter campaign protesting at the fatal neglect of black communities in the US and the lethal violence of their policing. Donald Trump emerged triumphant on the back of what some commentators referred to as a ‘whitelash’. This chapter challenges criminology’s response to these circunstances and traces the way racism operates within the discipline. It argues for a renewal of anti-racism in criminological scholarship, and for new critical tools to be developed that can undo the work of race	['SDG16', 'SDG10']
82912434	Speaking our Minds: An Anthology of Personal Experiences of Mental Distress and its Consequences	This is an exciting new collection of writings by people who have experienced mental distress. It includes accounts of psychiatric treatment, psychotherapy and alternative treatments; life in mental institutions and moves into the community; self-help methods and work to improve mental health services. Moving, sometimes funny and often dramatic, the pieces are written by some of the key activists in the mental health survivors' movement, as well as by people best known as writers and poets and others who, for a period of time, have been caught up with mental distress and have something original to say	['SDG03']
211273849	Complex Knowing: Promoting Response-Ability Within Music and Science Teacher Education	There are significant pressures within UK Initial Teacher Education (ITE) to maintain and reproduce notions of knowledge as fixed, universal and therefore ‘bankable’ through transfer or transmission. Such views, as embedded in educational structures, separate teachers from learners and learners from contexts. An interesting subset of this trend is the case of music and science education, both of which share in a tradition of materialist practice, where knowledge-making derives from the use of ‘instruments’. A representational view of knowledge in these subjects has historically privileged tradition, canon, and reification in music, while emphasising facts and theories as separate from values in science. While these representational views of knowledge have been contested by feminist theory, materialism, and complexity theory, there remain significant challenges in developing music and science student teachers who are response-able to a view of knowing as active, dynamic, emergent and entangled. This chapter explores the use of sensory learning tools and activities with two groups of music and science student teachers. Thinking with Donna Haraway (Staying with the trouble: Making kin in the chthulucene. Duke University Press, New York, 2016), we engage with the ‘trouble’ that such tools and activities create, both in terms of the students’ learning, the lecturers’ positioning and the socio-political contexts of such trouble within ITE	['SDG04']
211273896	Child protection is everyone's business: safeguarding and child protection	The number and variety of international schools around the world is increasing at a remarkable rate. As it does so, the role of the teaching assistant in their classrooms is also undergoing change and expansion.TAs are increasingly recognised as a valuable resource. Where once the focus was on support tasks such as photocopying, tidying up and cleaning paint pots, increasingly the potential of TAs to support learning is being recognised and the role has developed into a diverse teaching and support position.Effective TAs impact on classroom engagement, classroom control, pastoral care, peer relationships, teachers stress levels, individual attention, positive approach to learning, and, ultimately, academic achievement.The reflections of the contributors in this book come from varying perspectives. All understand the realities of the TA role yet retain a spark of imagination and creativity about what might be possible. Case studies are included from TAs in a variety of schools, many affiliated to the Council of British International Schools	['SDG04']
82912460	Developmental Psychology in Action	Developmental Psychology in Action looks at how psychologists contribute to the development and well-being of children in practical ways. The role of psychologists and psychological theory is considered with respect to specific topics which focus on child development in the context of social, educational and clinical issues. The chapters are authored by active researchers and practitioners in each field. Each chapter provides an introduction to the topic under discussion and aims to stimulate reflection and evaluation	['SDG04', 'SDG03']
82977031	Estimating daytime ecosystem respiration from eddy-flux data	To understand what governs the patterns of net ecosystem exchange of CO2, an understanding of factors influencing the component fluxes, ecosystem respiration and gross primary production is needed. In the present paper, we introduce an alternative method for estimating daytime ecosystem respiration based on whole ecosystem fluxes from a linear regression of photosynthetic photon flux density data vs. daytime net ecosystem exchange data at forest ecosystem level. This method is based on the principles of the Kok-method applied at leaf level for estimating daytime respiration. We demonstrate the method with field data and provide a discussion of the limitations of the method	['SDG13', 'SDG15']
82912440	Communication, relationships and care: A Reader	Communication and relationships have become an increasing focus of attention in debates about the future of health and social care. People working in care services are being encouraged to improve communication processes, to develop more participatory relationships with service users, and to work more closely in partnership with other professionals. This Reader provides a comprehensive collection of literature that aims to enable those involved in care services, as workers, carers or service users, to reflect on their everyday interactions and to situate them in wider contexts. Including new material from the frontline of research and practice, as well as some classic readings, this wide-ranging volume emphasises the need to see interpersonal communication as embedded in relationships, and to take account of issues of power and diversity, as well as the emotional dimension of care work. Covering both health and social care, the Reader is divided into four sections, focusing on:* concepts and contexts* analysing aspects of communication* the person in the process* communication and relationships in organisations	['SDG03', 'SDG10']
327071032	Simulating the phase II metabolism of raloxifene on a screen-printed electrode	Raloxifene (RLX) is a selective estrogen receptor modulator widely used for the treatment of osteoporosis in post-menopause women. Toxicological in vitro studies suggested the reactivity of RLX through phase I metabolism. Herein, we describe a simple and inexpensive method for monitoring the reactive metabolism and detoxification of RLX by electrochemistry (EC) and mass spectrometry (MS). The phase I metabolite was synthesized electrochemically on a screen-printed electrode (SPE) and subsequently reacted with glutathione (GSH). The resulted GSH-adducts and GSH disulfides were characterized off-line by electrospray ionization (ESI)-MS	['SDG03']
82977473	‘I’m pregnant … what am I going to do?’ An examination of value judgements and moral frameworks in teenage pregnancy decision making	Policy discussion of teenage sexual behaviour has been strongly influenced by a political agenda that characterises teenage pregnancy as a potential ‘risk’ of sexual activity. This presumed risk framework, however, depends upon an assumption of shared value judgements about the social undesirability of teenage parenthood, and the moral undesirability of teenage abortion. Drawing on three qualitative research projects undertaken in England between 2003 and 2009, this article looks at the complex processes of individual pregnancy decision making, in a context of competing values and moralities. It provides insights into, and understandings of, underlying tensions in the processes through which different degrees of personal autonomy may be experienced, and suggests that when autonomous decision making is compromised, often due to tensions in competing value systems, young women may experience ambivalence or regret about the decision they have made	['SDG03', 'SDG05']
599347086	A Case Study of the experiences of ethnic diversity in leadership in an Outdoor Education Centre	This small-scale exploratory case study in an Outdoor Centre investigates the experiences of people of colour in leadership in outdoor education. Eliciting voices with a qualitative methodology using one-to-one interviews and focus group discussion the study develops two research questions. These discover issues related to people of colour in leadership and how best opportunities to leadership are developed. Using inductive thematic analysis patterns emerged as thematic maps with six important themes; lack of diversity, self-limiting behaviours, access to environment, good role models, access to workplace and awareness. The conclusion creates understandings that shared responsibility is needed for future actions	['SDG10', 'SDG04']
82911378	Towards continuous 4D microgravity monitoring of volcanoes	Four-dimensional or time-lapse microgravity monitoring has been used effectively on volcanoes for decades to characterize the changes in subsurface volcanic systems. With measurements typically lasting from a few days to weeks and then repeated a year later, the spatial resolution of theses studies is often at the expense of temporal resolution and vice versa. Continuous gravity studies with one to two instruments operating for a short period of time (weeks to months) have shown enticing evidence of very rapid changes in the volcanic plumbing system (minutes to hours) and in one case precursory signals leading to eruptive activity were detected. The need for true multi-instrument networks is clear if we are to have both the temporal and spatial reso-lution needed for effective volcano monitoring. However, the high cost of these instruments is currently limiting the implementation of continuous microgravity networks. An interim approach to consider is the development of a collaborative network of researchers able to bring multiple instruments together at key volcanoes to investigate multitemporal physical changes in a few type volcanoes. However, to truly move forward, it is imperative that new low-cost instruments are developed to increase the number of instruments available at a single site. Only in this way can both the temporal and spatial integrity of monitoring be maintained. Integration of these instruments into a multiparameter network of continuously recording sensors is essential for effective volcano monitoring and hazard mitigation	['SDG11']
599347146	Examining the Challenges Faced by International Women with Preschool Children Studying for a Postgraduate Built Environment Degree in the UK	This article examines the academic experiences of five mid-career female international students who were parents of preschool children. These women were studying on a 1-year Built Environment master’s degree in the United Kingdom. We applied Tinto’s “sense of belonging” as a theoretical framework to interview women who were studying full time while caring for a preschool-age child or children. Results revealed stresses arising from balancing the academic demands of a 1-year full-time degree with childcare, compounded by a lack of appropriate support from the university. Although universities in general were viewed as offering a welcoming environment, this group of students often felt disappointed with their experience overall. Strategies for addressing identified barriers are proposed that contribute to widening existing university policies to address the specific needs of full-time international student parents	['SDG04', 'SDG05']
